;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;De Kernen;;Naam monteur:;J. Verhagen;;;;;Slangenhaspels-water;;
Locatie:;Molenkamp;;Datum:;Juni, 2015;;;;;Blusdekens;;
Adres:;Molenkamp 24, Brakel;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Gang begane grond;Saval;BSH 20m;Water;2002;2015;40 l/min;a;;;
2;Gang begane grond;BCO;EFS 6;Schuim;2015;;;a;nieuw geleverd;;
3;Gang 1e verd.;Saval;BSH 20m;Water;2002;2015;36 l/min;a;;;
4;Gang 1e verd.;BCO;EFS 6;Schuim;2015;;;a;nieuw geleverd;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
