;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;De Kernen;;Naam monteur:;J. Verhagen;;;;;Slangenhaspels-water;;
Locatie:;De Fontein;;Datum:;6-1-2015;;;;;Blusdekens;;
Adres:;Watermunt 24 Aalst;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Keuken begane grond;MSE;S6LJ bio;Schuim;2009;;;a;;;
2;Gang begane grond;Ajax;BSH 20 m;Water;2012;;32 l/min;a;;;
3;Gang 1e verdieping;Ajax;BSH 20 m;Water;2012;;32 l/min;a;;;
4;Gang 2e verdieping;Ajax;BSH 20 m;Water;2012;;28 l/min;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
