;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Kemkens;;Naam monteur:;Marty Gutte;;;;;Slangenhaspels-water;;
Locatie:;Pentula;;Datum:;April, 2015;;;;;Blusdekens;;
Adres:;St. Josephstraat 102, Tilburg;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Hal;Ajax;BSH 20 m;water;2009;;;a;;;
2;Hal;Kerzon;SA6;schuim;2009;;;a;;;
3;Lokaal minerva;Kerzon;SA6;schuim;2009;;;a;;;
4;Lokaal minerva;Kerzon;SA6;schuim;2009;;;a;;;
5;Peutergroep;Kerzon;SA6;schuim;2009;;;a;;;
6;Baby groep;Kerzon;SA6;schuim;2009;;;a;;;
7;BSO links 1e verd.;Kerzon;SA6;schuim;2009;;;a;;;
8;Overloop 1e verdieping;Kerzon;SA6;schuim;2009;;;a;;;
9;BSO rechts 1e verd.;Kerzon;SA6;schuim;2009;;;a;;;
10;Overloop 2e verdieping;Kerzon;PA9;poeder;2008;;;a;;;
11;Ingang mitra;Ajax;BSH 20 m;water;2008;;;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
