;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Kemkens;;Naam monteur:;Marty Gutte;;;;;Slangenhaspels-water;;
Locatie:;KDV Burgemeester;;Datum:;April, 2015;;;;;Blusdekens;;
Adres:;Burg. Rauppstraat 30;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Gang bij kantoor;Ajax;BSH 20 m;water;2008;;36 l/min;a;;;
2;Gang bij kantoor;Kerzon;SA6;schuim;2008;;;a;;;
3;Gang bij lokalen;Ajax;BSH 20 m;water;2008;;36 l/min;a;;;
4;Gang bij lokalen;kerzon;SA6;schuim;2008;;;a;;;
5;Gang bij lokalen;Ajax;BSH 20 m;water;2008;;36 l/min;a;;;
6;Gang bij lokalen;Kerzon;SA6;schuim;2008;;;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
