;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Kemkens;;Naam monteur:;J. Nederkoorn;;;;;Slangenhaspels-water;;
Locatie:;PI Vught - Unit 4 gebouw 89;;Datum:;Week 24 2015;;;;;Blusdekens;;
Adres:;Lunettelaan 501, Vught;;Complexnr: ;100191G09;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Reden afkeur;;
1;Bipo unit 4;BCO;EFS 6;Schuim;2014;;;a;;;
B89.001;Unit 89;Smeba;MF-60;Schuim;2012;;;a;;;
B89.002;Unit 89;Smeba;MF-60;Schuim;2011;;;a;;;
B89.003;Unit 89;Smeba;MF-60;Schuim;2012;;;a;;;
B89.004;Unit 89 T.D. 04c.d10;EuroFire;NF-6;Schuim;2011;;;a;;;
H89.001;Unit 89 B.G.;Saval;B.S.H. 20m;Water;1998;2013;36 l/min;a;;;
H89.002;Unit 89 B.G. ISO;Ajax;B.S.H. 30m;Water;2013;2013;36 l/min;a;;;
H89.101;Unit 89 1e verdieping crea;Ajax;B.S.H. 30m;Water;2013;2013;32 l/min;a;;;
9;Kantoor ISO;BCO;EFS 6;Schuim;2014;;;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;1x blusdeken;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
