;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Kemkens;;Naam monteur:;J. Nederkoorn;;;;;Slangenhaspels-water;;
Locatie:;PI Vught - Gebouw 45;;Datum:;Week 25 2015;;;;;Blusdekens;;
Adres:;Lunettenlaan 501, Vught;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Reden afkeur;;
29;Herenkleedruimte;Smeba;MF 60;Schuim;2011;;;a;;;
30;Dameskleedruimte;Smeba;MF 60;Schuim;2011;;;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
