;;;Onderhoudsrapport;;;;;;;
;;;;;;;;;;
;;;BCO Brandpreventie;;;;;;;
;;;Galliershof 22;;;;;;;
;;;5349 BV Oss;;;;;;;
;;;;;;;;;;
Klant: Gemeente Oss;;;Naam monteur: Marty Gutte;;;;;;;
Locatie: Horizonschool Komeet;;;Datum: November, 2015;;;;;;;
Adres: Troelstrastraat 13, Oss;;;;;;;;;;
;;;;;;;;;;
Locatiegegevens;;;;Beveiliging;;Resultaat;;Montagegevens;;
Nr.;Etage;Ruimte;Toestel;Huidige beveiliging;Vereiste beveiliging;Plaats beveiliging;Drukvast;Diameter;Soort fitting (CAP/KNEL/SCHROEF);
1;;gang;BSH;;;;JA;;;
2;;berging werkkast 0.63;boiler;EA;;;JA;15;knel;
3;1e;gang;BSH;;;;JA;;;
4;;gang bij 0.36;BSH;;;;JA;;;
5;;keuken;VW;EA;;;JA;15;knel;
6;;keuken;WM;EA;;;JA;15;knel;
7;;keuken;koffie apparaat;EA;;;JA;15;knel;
8;;cv ruimte;vulkraan;CA;;;JA;15;knel;
9;;cv ruimte;inlaatcombinatie;EA;;;JA;15;knel;
10;;peuterspeelzaal 0.22;boiler;EA;;;JA;Ø15;knel;
11;;gang bij 0.27;BSH;;;;JA;;;
12;;gang bij 00.7;BSH;;;;JA;;;
14;1e;gang;BSH;;;;JA;;;
 Opmerkingen:;;;;;;;;;;
;Bij keeklep 8 moet een stopkraan voor ivm testen.;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
