;;;Onderhoudsrapport;;;;;;;
;;;;;;;;;;
;;;BCO Brandpreventie;;;;;;;
;;;Galliershof 22;;;;;;;
;;;5349 BV Oss;;;;;;;
;;;;;;;;;;
Klant: Gemeente Oss;;;Naam monteur: Marty Gutte;;;;;;;
Locatie: Gymzaal Hoefeind;;;Datum: November, 2015;;;;;;;
Adres: Vlasakker 5, Oss;;;Complexnr: ;;;;;;;
;;;;;;;;;;
Locatiegegevens;;;;Beveiliging;;Resultaat;;Montagegevens;;
Nr.;Etage;Ruimte;Toestel;Huidige beveiliging;Vereiste beveiliging;Plaats beveiliging;Drukvast;Diameter;Soort fitting (CAP/KNEL/SCHROEF);
1;;kleedkamer heren;kw toevoer;EA;;;JA;Ø15;knel;
2;;kleedkamer heren;ww toevoer;EA;;;JA;Ø22;knel;
3;;kleedkamer heren;kw toevoer;EA;;;JA;Ø22;knel;
4;;kleedkamer heren;kw kraan;EA;;;JA;3/4;schroef;
5;;kleedkamer dames;kw toevoer;EA;;;JA;Ø15;knel;
6;;kleedkamer dames;kw kraan;EA;;;JA;3/4;schroef;
7;;douche kleine gymzaal;kw toevoer;EA;;;JA;Ø22;knel;
8;;douche kleine gymzaal;kw toevoer;EA;;;JA;Ø22;knel;
9;;douche kleine gymzaal;kw kraan;EA;;;JA;3/4;schroef;
10;;gang;BSh;;;;JA;;;
11;;gang;BSH;;;;JA;;;
13;;hal watermeter;watermeter;EA;;;JA;;;
14;;cv ruimte buiten;vulkraan;CA;;;JA;1/2;knel;
15;;cv ruimte buiten;circulatieleiding;EA;;;JA;Ø15;knel;
16;;cv ruimte buiten;inlaat combinatie;EA;;;JA;Ø28;CAP;
17;;cv ruimte buiten;toevoer kw;EA;;;JA;Ø28;CAP;
Opmerkingen:;;;;;;;;;;
;Keerklep 14: moet een stopkraan voor ivm goed testen;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
