;;;Onderhoudsrapport;;;;;;;
;;;;;;;;;;
;;;BCO Brandpreventie;;;;;;;
;;;Galliershof 22;;;;;;;
;;;5349 BV Oss;;;;;;;
;;;;;;;;;;
Klant: Gemeente Oss;;;Naam monteur: Marty Gutte;;;;;;;
Locatie: Gymzaal Ruwaard;;;Datum: November, 2015;;;;;;;
Adres: Troelstrastraat 17, Oss;;;;;;;;;;
;;;;;;;;;;
Locatiegegevens;;;;Beveiliging;;Resultaat;;Montagegevens;;
Nr.;Etage;Ruimte;Toestel;Huidige beveiliging;Vereiste beveiliging;Plaats beveiliging;Drukvast;Diameter;Soort fitting (CAP/KNEL/SCHROEF);
1;;cv ruimte buiten;toevoer kw;EA;;;JA;28;cap;
2;;cv ruimte buiten;vulkraan;CA;;;JA;15;knel;
3;;cv ruimte buiten;inlaatcombinatie;EA;;;JA;Ø28;cap;
4;;cv ruimte buiten;circulatieleiding;EA;;;JA;Ø15;knel;
5;;hal;BSH;EA;;;JA;Ø22;knel;
7;;douche;mengventiel kw;EA;;;JA;;ingebouwde keerklep;
8;;douche;mengventiel ww;EA;;;JA;;ingebouwde keerklep;
9;;douche;mengventiel kw;EA;;;JA;;ingebouwde keerklep;
10;;douche;mengventiel ww;EA;;;JA;;ingebouwde keerklep;
11;;douche;kw kraan;;;;JA;3/4;schroef;
12;;douche;kw kraan;;;;JA;3/4;schroef;
13;;hal;meter water;EA;;;JA;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
