Inventarisatie tappunten waterleiding;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Object;;St Anna ;;;;;;;;;;;;
Opdrachtgever;;RIF FM BV ;Tel nr locatie:;046-4854066;;;;;;;;;;
Adres;;Gouverneur Houbenstraat 46;Contactpersoon:; ---;;;;;;;;;;
Woonplaats;;Nieuwstadt;Datum opname:;Week 28, 2015;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Contr.;Ruimte;Apparatuur/      ;Type;Aanwezige;Bev.;Totaal;;;;Goedgekeurd;Afgekeurd;Opmerkingen;;
Nr.;Nr.;Aansluiting/;;Beveiliging;Code;aantal;EA;CA;Inlaat;;;;;
;;Merk;;;;;;;;;;;;
;Begane grond;;;;;;;;;;;;;
1;Keuken;Vaatwasser;;Contr. KK;EA;1;1;;;;;;;
3;Washok (buiten);Wasmachine links;;Contr. KK;EA;1;1;;;;;;;
5;;Wasmachine midden;;Contr. KK;EA;1;1;;;;;;;
7;;Wasmachine aansluiting rechts;;Contr. KK;EA;1;1;;;;;;;
8;Begane grond;Watermeter;;;EA;1;1;;;;;;;
;2e verdieping;;;;;;;;;;;;;
9;CV ruimte;Boiler;;Inlaatcombinatie;;1;;;1;;;;;
10;;Circulatieleiding (perszijde pomp);;Contr. KK;EA;1;1;;;;;;;
11;;CV vulpunt;;Contr. KK;EA;1;1;;;;;;;
;;;;;;;;;;;;;;
;;;;Totaal aantal per type;;;7;0;1;;;;;
;;;;;;;;;;;;;;
;;;;Totaal aantal ;;8;;;;;;;;
