Inventarisatie tappunten waterleiding;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Object;;St Anna ;;;;;;;;;;;;
Opdrachtgever;;RIF FM BV ;Tel nr locatie:;0475-320067;;;;;;;;;;
Adres;;Donderbergweg 69;Contactpersoon:; ---;;;;;;;;;;
Woonplaats;;Roermond;Datum opname:;jun-15;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Contr.;Ruimte;Apparatuur/      ;Type;Aanwezige;Bev.;Totaal;;;;Goedgekeurd;Afgekeurd;Opmerkingen;;
Nr.;Nr.;Aansluiting/;;Beveiliging;Code;aantal;EA;CA;Inlaat;;;;;
;;Merk;;;;;;;;;;;;
;Begane grond;;;;;;;;;;;;;
1;Meterkast;Aansluiting BSH’s;;Contr. KK ;EA;1;1;;;V;;;;
2;Keuken;Wasmachinekraan;;Contr. KK ;EA;1;1;;;V;;;;
4;Washok;Wasmachinekraan;;Contr. KK ;EA;1;1;;;V;;;;
5;Buiten;Aansluiting buitenkraan;;Contr. KK ;EA;1;1;;;V;;;;
;1e verdieping;;;;;;;;;;;;;
6;Installatie ruimte;Boiler;;Inlaatcombinatie;;1;;;1;V;;;;
7;;Vulkraan;;;EA;1;1;;;V;;;;
8;;Circulatieleiding (perszijde pomp);;Contr. KK ;EA;1;1;;;V;;;;
;;;;;;;;;;;;;;
;;;;Totaal aantal per type;;;6;0;1;;;;;
;;;;;;;;;;;;;;
;;;;Totaal aantal ;;7;;;;;;;;
