;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;BrabantWonen;;Naam monteur:;J. Nederkoorn;;;;;Slangenhaspels-water;;
Locatie:;De Pastorie;;Datum:;Week 9 2015;;;;;Blusdekens;;
Adres:;Kloosterstraat 4, Volkel;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Hal bij lift begane grond;Saval;BSH 20 m;Water;2010;2015;32 l/min;a;;;
0.1a;Hal bij kelder;BCO;EFS 6;Schuim;2015;;;a;;;
11;Hal bij toilet 1e verdieping;Saval;BSH 20 m;Water;2010;2015;32 l/min;a;;;
1.1a;Hal bij toilet 1e verdieping;BCO;EFS 6;Schuim;2015;;;a;;;
21;Hal overloop 2e verdieping;Saval;BSH 20 m;Water;2010;2015;28 l/min;a;;;
2.1a;Hal overloop 2e verdieping;Simplus;K5S;CO2;2011;;;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
