;;;Onderhoudsrapport;;;;;;
;;;;;;;;;
;;;BCO Brandpreventie;;;;;;
;;;Galliershof 22;;;;;;
;;;5349 BV Oss;;;;;;
;;;;;;;;;
Klant: Gemeente Uden;;;Naam monteur: J. Nederkoorn;;;;;;
Locatie: Sporthal Germenzeel;;;Datum: Oktober, 2015;;;;;;
Adres: Germenzeel 700, Uden;;;;;;;;;
;;;;;;;;;
Locatiegegevens;;;;Beveiliging;;Resultaat;;Montagegevens;
Nr.;Etage;Ruimte;Toestel;Huidige beveiliging;Vereiste beveiliging;Plaats beveiliging;Drukvast;Diameter;Soort fitting (CAP/KNEL/SCHROEF)
1;B.G.;Hal sporthal;Watermeter;EA;;In waterput;JA;Ø42;Schroef
2;B.G.;Gang bij kleedruimte;B.S.H.;EA;;In Ketelruimte;JA;Ø22;Knel
3;B.G.;Ketelruimte;Boiler;EA;;In circulatieleiding;NEE;Ø15;Knel
4;B.G.;Ketelruimte;Boiler;Inlaat combi;;Bij boiler;JA;Ø22;Knel
5;B.G.;Gymzaal;B.S.H.;EA;;;JA;Ø22;Knel
6;B.G.;Kantoor Beheer;Boiler;Inlaat combi;;In Kast;JA;Ø15;Knel
Keerklep:;;Opmerking:;;;;;;;
;;;;;;;;;
