;;;Onderhoudsrapport;;;;;;
;;;;;;;;;
;;;BCO Brandpreventie;;;;;;
;;;Galliershof 22;;;;;;
;;;5349 BV Oss;;;;;;
;;;;;;;;;
Klant: Kemkens;;;Naam monteur: Marty Gutte;;;;;;
Locatie: Aangelag 13 en 15;;;Datum: Oktober, 2015;;;;;;
Adres: Veldhoven;;;;;;;;;
;;;;;;;;;
Locatiegegevens;;;;Beveiliging;;Resultaat;;Montagegevens;
Nr.;Etage;Ruimte;Toestel;Huidige beveiliging;Vereiste beveiliging;Plaats beveiliging;Drukvast;Diameter;Soort fitting (CAP/KNEL/SCHROEF)
Aangelag 13;;;;;;;;;
1;bg;keuken;vaatwasser;EA;;;JA;1/2;schroef
2;bg;cv ruimte;vulkraan;EA;;;JA;1/2;schroef
3;bg;wasruimte;wm;EA;;;JA;1/2;schroef
4;bg;cv ruimte;inlaat combi;EA;;;JA;15;knel
5;bg;buiten;buitenkraan;;;;JA;;
Aangelag 15;;;;;;;;;
6;bg;cv ruimte;vulkraan;CA;;;JA;1/2;schroef
7;bg;cv ruimte;circulatieleiding;EA;;;JA;15;knel
8;bg;cv ruimte;inlaat combi;EA;;;JA;22;cap
9;bg;wasruimte;wm;EA;;;JA;1/2;schroef
10;bg;buiten;buitenkraan;;;;JA;;
11;bg;keuken;vaatwasser;EA;;;JA;1/2;schroef
12;bg;meterkast;kw toevoer;EA;;;JA;22;knel
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Keerklep:;;Opmerking;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
