;;;Onderhoudsrapport;;;;;;
;;;;;;;;;
;;;BCO Brandpreventie;;;;;;
;;;Galliershof 22;;;;;;
;;;5349 BV Oss;;;;;;
;;;;;;;;;
Klant: Kemkens;;;Naam monteur: Marty Gutte;;;;;;
Locatie: Berkt 10 en 12;;;Datum: September, 2015;;;;;;
Adres: Veldhoven;;;;;;;;;
;;;;;;;;;
Locatiegegevens;;;;Beveiliging;;Resultaat;;Montagegevens;
Nr.;Etage;Ruimte;Toestel;Huidige beveiliging;Vereiste beveiliging;Plaats beveiliging;Drukvast;Diameter;Soort fitting (CAP/KNEL/SCHROEF)
1;bg;keuken;vaatwasser;EA;;;JA;1/2;schroef
2;bg;wasruimte;wm;EA;;;JA;3/4;schroef
3;1e;cv ruimte;circulatieleiding;EA;;;JA;22;knel
4;1e;cv ruimte;vulkraan;CA;;;JA;3/4;schroef
5;1e;cv ruimte;inlaat combi;EA;;;JA;22;knel
6;bg;buiten bij 10;buitenkraan;;;voortuin;JA;;
7;bg;buiten bij 12;buitenkraan;;;voortuin;JA;;
8;bg;buiten bij 10;buitenkraan;;;achtertuin;JA;;
9;bg;buiten bij 12;buitenkraan;;;achtertuin;JA;;
10;bg;CV ruimte;waterkoeler;EA;;In kast;JA;ø22;Knel
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Keerklep:;;Opmerking;;;;;;;
;;;;;;;;;
