;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Cello;;Naam monteur:;M. Gutte;;;;;Slangenhaspels-water;;
Locatie:;Nr. 1631900;;Datum:;Week 9 2015;;;;;Blusdekens;;
Adres:;Zandkant 1, Rosmalen;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Hal;Saval;BSH 20m;Water;2008;2014;36 l/min;a;;;
2;Hal;Smeba;MF-60;Schuim;2013;;;a;;;
3;Keuken;Blusdeken;;;;;;;;;
4;Aanbouw gang;Saval;BSH 20m;Water;2008;2014;34 l/min;a;;;
5;Aanbouw gang;Smeba;MF-60;Schuim;2013;;;a;;;
6;Overloop 1e verdieping;Saval;BSH 20m;Water;2008;2014;32 l/min;a;;;
7;Overloop 1e verdieping;Smeba;MF-60;Schuim;2013;;;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
