;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Cello;;Naam monteur:;M. Gutte;;;;;Slangenhaspels-water;;
Locatie:;Nr. 1110;;Datum:;Week 9 2015;;;;;Blusdekens;;
Adres:;Haarensteijnstraat 4-6, Haaren;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Gang nummer 4;Smeba;MF-60;Schuim;2013;;;a;;;
2;Overloop nummer 4;Uro-Flame;BSH 30 m;Water;2014;;26 l/min;a;;;
3;Zolder nummer 4;Smeba;MF-60;Schuim;2011;;;a;;;
4;Overloop nummer 6;Uro-Flame;BSH 30 m;Water;2010;;26 l/min;a;;;
5;Gang nummer 6;Smeba;MF-60;Schuim;2010;;;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
