;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;O.G. Helderingstichting;;Naam monteur:;J. Nederkoorn;;;;;Slangenhaspels-water;;
Locatie:;Gebouw Wetering;;Datum:;Week 3 2015;;;;;Blusdekens;;
Adres:;Wageningsestraat 104, Zetten;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Reden afkeur;;
V2-1;Sporthal gang;Saval;BSH 20 m;Water;1999;2013;40 l/min;a;;;
V2-2;Sporthal;Saval;BSH 30 m;Water;1999;2013;40 l/min;a;;;
V2-3;Sporthal;Saval;BSH 30 m;Water;1999;2013;42 l/min;a;;;
B-1;Wetering;Alfur;BSH 20 m;Water;2005;2015;36 l/min;a;;;
B-1a;Wetering;Smeba;MC-5e;CO2;2006;;;a;;;
B-2;Wetering zaal;Alfur;BSH 20 m;Water;2005;2015;36 l/min;a;;;
B-3;Wetering 1e verdieping;Alfur;BSH 20 m;Water;2005;2015;36 l/min;a;;;
GvH;Wetering;Smeba;MF-60;Schuim;2012;;;a;;;
181;Wetering;BCO;EFS 6;Schuim;2014;;;a;;;
180;Wetering;BCO;EFS 6;Schuim;2015;;;a;;;
23a;Wetering;Saval;PG 9;Poeder;2009;;;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
