;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Brabant wonen;;Naam monteur:;Jordi Verhagen;;;;;Slangenhaspels-water;;
Locatie:;ZC Martinushuis Nuland;;Datum:;10-1-2015;;;;;Blusdekens;;
Adres:;Kloosterstraat 3;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
0-01a;Huis nr. 5;Saval;B6P;Schuim;2002;;;a;;;
0-01;Huis nr. 5B;Saval;BSH 20m;Water;1989;2013;32L p/m;a;;;
0-02a;Hal ingang;Kling;EFS6;AFFF;2015;;;a;;;
0-02;Huis nr. 5D;Saval;BSH 20m;water;1989;2013;36L p/m;a;;;
0-04;Keuken;Kling;EWC6S;Wet chemical;2015;;;a;;;
0-05;Huis nr. 5J;BCO;EFS6;AFFF;2013;;;a;;;
1-01a;Huis nr. 5K;Kling;EFS6;AFFF;2015;;;a;;;
1-01;Huis nr. 5N;Saval;BSH 20m;water;1989;2013;32L p/m;a;;;
1-02a;Hal ;Kling;EFS6;AFFF;2015;;;a;;;
1-02;Huis nr. 5P;Saval;BSH 20m;water ;1989;2013;28L p/m;a;;;
1-04;Huis nr. 5V;BCO;EFS6;AFFF;2013;;;a;;;
2-01;Bij lift;BCO;EFS6;AFFF;2015;;;a;;;
2-02;Bij TD;BCO;EFS6;AFFF;2015;;;a;;;
2-03;In TD;BCO;EFS6;AFFF;2015;;;a;;;
2-04;Berging;BCO ;EFS6;AFFF;2015;;;a;;;
;;;;;;;;;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
