;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Cello;;Naam monteur:;M. Gutte;;;;;Slangenhaspels-water;;
Locatie:;­;;Datum:;Week 12 2015;;;;;Blusdekens;;
Adres:;Baandervrouwenlaan 13, Boxtel;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Kantoor;Smeba;MF-60;Schuim;2013;;;a;;;
2;Kantoor bij berging;Smeba;MF-60;Schuim;2013;;;a;;;
3;1e verdieping nr. 13;Smeba;MF-60;Schuim;2013;;;a;;;
4;2e verdieping nr. 19;Smeba;MF-60;Schuim;2013;;;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
