;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Cello;;Naam monteur:;M. Gutte;;;;;Slangenhaspels-water;;
Locatie:;­;;Datum:;Week 13 2015;;;;;Blusdekens;;
Adres:;Eikakkerhoeven 52 t/m 54, Rosmalen;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Trappengat nr. 52;Smeba;MF-60;Schuim;2013;;;a;;;
2;Gang 1e verd.;Saval;BSH 20m;Water;2008;2012;34 l/min;a;;;
3;Gang nr. 53;Saval;BSH 20m;Water;2008;2015;34 l/min;a;;;
4;Trappengat nr. 53;Smeba;MF-60;Schuim;2013;;;a;;;
5;Gang nr. 54;Saval;BSH 20m;Water;2008;2014;34 l/min;a;;;
6;Trappengat nr. 54;Smeba;MF-60;Schuim;2013;;;a;;;
7;Hobby kamer nr. 54;Smeba;MF-60;Schuim;2013;;;a;;;
8;Gang nr. 54a;Saval;BSH 20m;Water;2008;2014;36 l/min;a;;;
9;Trappengat nr. 54a;Smeba;MF-90;Schuim;2013;;;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
