;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Cello;;Naam monteur:;M. Gutte;;;;;Slangenhaspels-water;;
Locatie:;­;;Datum:;Week 12 2015;;;;;Blusdekens;;
Adres:;Litserstraat 10, Den Dungen;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Werkruimte;Smeba;MF-60;Schuim;2014;;;a;;;
2;Werkruimte;Saval;BSH 20m;Water;2004;2014;40 l/min;a;;;
3;Kamer (kantoor);Smeba;MF-60;Schuim;2014;;;a;;;
4;Atelier;Saval;BSH 20m;Water;2004;2014;40 l/min;a;;;
5;Keuken;Smeba;MF-60;Schuim;2014;;;a;;;
6;Studio boven;;;;;;;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
