;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Cello;;Naam monteur:;J. Nederkoorn;;;;;Slangenhaspels-water;;
Locatie:;­;;Datum:;Week 12 2015;;;;;Blusdekens;;
Adres:;Molenstraat 70, Boxtel;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Gang begane grond;Ajax;BSH 20m;Water;2005;2015;34 l/min;a;;;
2;Gang begane grond;Smeba;MF-60;Schuim;2014;;;a;;;
3;Gang 1e verdieping;Ajax;BSH 20m;Water;2005;2015;32 l/min;a;;;
4;Gang 1e verdieping;Smeba;MF-60;Schuim;2014;;;a;;;
5;Gang 2e verdieping;Ajax;BSH 20m;Water;2005;2015;30 l/min;a;;;
6;Gang 2e verdieping;Smeba;MF-60;Schuim;2014;;;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
