;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Cello;;Naam monteur:;M. Gutte;;;;;Slangenhaspels-water;;
Locatie:;­;;Datum:;Week 12 2015;;;;;Blusdekens;;
Adres:;Brugmanstraat 12 & 14, Den Bosch;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
Woning nr. 12;;;;;;;;;;;
1;Hal bij achter deur;Smeba;BSH 20m;Water;1998;2013;32 l/min;a;;;
2;Gang bij trap;Smeba;MF-60;Schuim;2013;;;a;;;
3;Gang 1e verd.;Smeba;BSH 20m;Water;1998;2015;30 l/min;a;;;
4;Ketelhuis 1e verd.;Smeba;MF-60;Schuim;2013;;;a;;;
5;Hal 2e verd.;BCO;EFS 6;Schuim;2015;;;a;;;
6;Keuken begane grond;Smeba;MF-60;Schuim;2013;;;a;;;
Woning nr. 14;;;;;;;;;;;
7;Keuken;Blusdeken;;;;;;;;;
8;Gang bij trap;Smeba;BSH 20m;Water;1998;2013;32 l/min;a;;;
9;Gang bij trap (1e verd.);Smeba;MF-60;Schuim;2013;;;a;;;
10;Gang 1e verd.;Smeba;BSH 20m;Water;1998;2013;30 l/min;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
nr. 5;Staat onder in meterkast ;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
