Inventarisatie tappunten waterleiding;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Object;;De la Salle;;;;;;;;;;;;
Opdrachtgever;;RIF FM BV ;Tel nr locatie:;0412-633772;;;;;;;;;;
Adres;;Atalantastraat 35;Contactpersoon:; ---;;;;;;;;;;
Woonplaats;;Oss;Datum opname:;Week 24, 2015;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Contr.;Ruimte;Apparatuur/      ;Type;Aanwezige;Bev.;Totaal;;;;Goedgekeurd;Afgekeurd;Opmerkingen;;
Nr.;Nr.;Aansluiting/;;Beveiliging;Code;aantal;EA;CA;Inlaat;;;;;
;;Merk;;;;;;;;;;;;
;Atalantastr Links BGG;;;;;;;;;;;;;
16;Watermeterput;Watermeter;;Contr. KK;EA;1;1;;;a;;;;
6;Gang;Branslanghaspel;;Contr. KK;EA;1;1;;;a;;;;
7;Kamer;Branslanghaspel;;Contr. KK;EA;1;1;;;a;;;;
8;;Wasbak;;Contr. KK;EA;1;1;;;a;;;;
;Atalantastr Links 1e verdieping;;;;;;;;;;;;;
9;CV ruimte;CV combiketel;;Inlaatcombinatie;;1;;;1;a;;;;
10;;CV vulpunt;;Contr. KK;EA;1;1;;;a;;;;
;Atalantastr. Midden BGG;;;;;;;;;;;;;
;Atalantastr midden 1e verdieping;;;;;;;;;;;;;
11;CV ruimte;CV combiketel;;Inlaatcombinatie;;1;;;1;a;;;;
12;;CV vulpunt;;Contr. KK;EA;1;1;;;a;;;;
;Atalantastr. Rechts BGG;;;;;;;;;;;;;
1;Gang;Branslanghaspel;;Contr. KK;EA;1;1;;;a;;;;
2;Keuken; 2 * Close in boiler;Daalderop close in 10;Inlaatcombinatie;;1;;;1;a;;;;
;Atalantastr Rechts 1e verdieping;;;;;;;;;;;;;
13;CV ruimte;CV combiketel;;Inlaatcombinatie;;1;;;1;a;;;;
14;;CV vulpunt;;Contr. KK;EA;1;1;;;a;;;;
15;Washol;Wasmachine;;Contr. KK;EA;1;1;;;a;;;;
;Keuken rechts;;;;;;;;;;;;;
3;;Vaatwasser;;;;1;;;;a;;;;
;Midden bg;;;;;;;;;;;;;
;;;;;;;;;;;;;;
4;;Vaatwasser;;;;1;;;;a;;;;
5;;Buitenkraan;;;;1;;;;a;;;;
17;Rechts;Buitenkraan;;;EA;1;1;;;a;;;;
;;;;;;;;;;;;;;
;;;;Totaal aantal per type;;;10;0;4;;;;;
;;;;;;;;;;;;;;
;;;;Totaal aantal ;;17;;;;;;;;
