;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Oosterpoort;;Naam monteur:;J. Nederkoorn;;;;;Slangenhaspels-water;;
Locatie:;-;;Datum:;November, 2015;;;;;Blusdekens;;
Adres:;Hintham 44, Rosmalen;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Reden afkeur;;
1;Slaapdienst kamer;NL safe;FM6-B;Schuim;2011;;;a;;;
2;Keuken begane grond;NL safe;FM6-B;Schuim;2011;;;a;;;
3;Gang rechts;NL safe;FM6-B;Schuim;2011;;;a;;;
4;Overloop rechts 1e verdieping;Chubb;EHF 6;Schuim;2007;;;a;;;
5;Keuken rechts 2e verdieping;NL safe;FM6-B;Schuim;2011;;;a;;;
6;Trappenhuis rechts;Ajax;BSH 20m;Water;2011;2011;32 l/min;a;;;
7;Overloop links;Paraat;EHF 6;Schuim;2000;;;a;;;
8;Keuken links 2e verdieping;NL safe;FM6-B;Schuim;2012;;;a;;;
9;Trappenhuis links;Ajax;BSH 20m;Water;2011;2011;32 l/min;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
