;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Oosterpoort;;Naam monteur:;J. Nederkoorn;;;;;Slangenhaspels-water;;
Locatie:;-;;Datum:;November, 2015;;;;;Blusdekens;;
Adres:;t Geerke 10, Den Bosch;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Reden afkeur;;
1;Hal trappenhuis;Ajax;BSH 30m;Water;2011;;34 l/min;a;;;
2;Hal kantoor;BCO;EFS6;AFFF;2015;;;a;;;
3;Kelder;Chubb;EHF 6;Schuim;2007;;;a;;;
4;Overloop 1e verdieping;NL safe;FM6-B;Schuim;2012;;;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
