;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Kemkens - Gemeente Oss;;Naam monteur:;Marty Gutte;;;;;Slangenhaspels-water;;
Locatie:;Dorpshuis het Slotje;;Datum:;November, 2015;;;;;Blusdekens;;
Adres:;Schoolstraat 2, Oss;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Reden afkeur;;
1;Gang;Ansul;BSH 25;Water;2006;2012;36 l/min;a;;;
2;Gang;BCO;EF6S;Schuim;2014;;;;;;
3;BSO;Ansul;Su6;Schuim;1998;2008;;;;;
4;Keuken;Ansul;C2;CO2;1998;2008;;;;;
5;Grote zaal;Saval;BSH 20;Water;;2015;36 l/min;a;;;
6;Grote zaal (achter bar);Saval;B6C;Schuim;2010;;;;;;
7;Biljartzaal (keuken);BCO;EF6S;Schuim;2014;;;;;;
8;Gang;Ansul;BSH 25;Water;2004;2012;44 l/min;a;;;
9;Kleine zaal links;Alfu Fire;PSMP29;Poeder;2012;;;;;;
10;Gymzaal;Ansul;6ESI60-c;Schuim;2007;;;;;;
11;Gymzaal;Ansul;BSH 25;Water;;2011;26 l/min;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;Controle blussers vindt om het jaar plaats. In opdracht van gemeente.;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
