;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Kemkens;;Naam monteur:;M. Gutte;;;;;Slangenhaspels-water;;
Locatie:;Gemeente Oss - Museum Jan Cunen;;Datum:;November, 2015;;;;;Blusdekens;;
Adres:;Molenweg 65, Oss;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Reden afkeur;;
1;Achter balie;Ansul;B.S.H. 25m;Water;1998;2014;46 l/min;a;;;
2;Achter balie;Ansul;AK5;CO2;2009;;;;;;
3;Winkeltje;BCO;EFS6;Schuim;2014;;;;;;
4;Overloop begane grond;Feucom;K5S;CO2;2012;;;;;;
5;Overloop begane grond;Ansul;B.S.H. 20m;Water;2002;2014;40 l/min;a;;;
6;Bar begane grond;Feucom;K5S;CO2;2012;;;;;;
7;Overloop 1e verdieping;Ansul;Masterlite 5;CO2;2003;;;;;;
8;Overloop 1e verdieping;Ansul;B.S.H. 20m;Water;2002;2014;36 l/min;a;;;
9;Overloop 2e verdieping;Ansul;B.S.H. 25m;Water;1990;2014;32 l/min;a;;;
10;Overloop;Feucom;K5S;CO2;2012;;;;;;
11;Overloop;BCO;EFS6;Schuim;2014;;;;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;Controle blussers vindt om het jaar plaats. In opdracht van gemeente.;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
