;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Kemkens - Gemeente Oss;;Naam monteur:;M. Gutte;;;;;Slangenhaspels-water;;
Locatie:;Horizonschool Noorderlicht;;Datum:;November, 2015;;;;;Blusdekens;;
Adres:;Rusheuvelstraat 75, Oss;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Reden afkeur;;
1;Gang;Kling;BSH 25;Water;2002;2014;33 l;a;;;
2;Keuken;Kling;BSH 25;Water;2003;2014;36 l;a;;;
3;Keuken;Uro-flame;EFS 6;Schuim;2011;;;;;;
4;Lokaal 023B;Uro-flame;EFS 6;Schuim;2011;;;;;;
5;Hal kinderopvang;Kling;BSH 25;Water;2003;2014;37 l;a;;;
6;Gang 1e verdieping;Kling;BSH 25;Water;2003;2014;36 l;a;;;
7;Computerhoek 1e verdieping;Uro-flame;EFS6;Schuim;2011;;;;;;
8;Gang 1e verdieping;Kling;BSH 25;Water;2003;2014;36 l;a;;;
10;Belleen;Uro-flame;EFS6;Schuim;2011;;;;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;Controle blussers vindt om het jaar plaats. In opdracht van gemeente.;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
