;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Kemkens - Gemeente Oss;;Naam monteur:;M. Gutte;;;;;Slangenhaspels-water;;
Locatie:;Sporthal de Ruivert;;Datum:;November, 2015;;;;;Blusdekens;;
Adres:;De Ruivert 3, Oss;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Reden afkeur;;
1;Gang;Ansul;BSH 30;Water;2004;2014;40 l;a;;;
2;Ketelhok;BCO;EFS6;Schuim;2014;;;;;;
3;Gang bij ketelhok;Ansul;BSH 30;Water;2004;2012;40 l;a;;;
4;Gang kleedkamers;Ansul;BSH 30;Water;2002;2012;41 l;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;Controle blussers vindt om het jaar plaats. In opdracht van gemeente.;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
