;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Kemkens - Gemeente Oss;;Naam monteur:;M. Gutte;;;;;Slangenhaspels-water;;
Locatie:;Milieustraat;;Datum:;November, 2015;;;;;Blusdekens;;
Adres:;Maaskade 28, Oss;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Reden afkeur;;
1;Vrachtwagen;Smeba;MP 2;Poeder;2013;;;;;;
2;Kraan;Delta;Vega 31-02;Poeder;2010;;;;;;
3;KCA depo;Saval;PG 9;Poeder;2009;;;;;;
4;KCA depo;Saval;PG 9;Poeder;2009;;;;;;
5;Kantoor;BCO;EFS 6;Schuim;2014;;;;;;
6;Vrachtwagen;RH;P6RH;Poeder;2014;;;;;;
7;Buiten bij kantoor;Elon;PG12 pmd;Poeder;1999;;;;;;
8;Melding loket voor;Saval;PG 9;Poeder;2009;;;;;;
9;Melding loket voor;Kling;P6LJ;Poeder;2005;;;;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;Controle blussers vindt om het jaar plaats. In opdracht van gemeente.;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
