;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Kemkens;;Naam monteur:;M. Gutte;;;;;Slangenhaspels-water;;
Locatie:;Schaapskooi Gemeenschapshuis;;Datum:;Week 50 2014;;;;;Blusdekens;;
Adres:;Bovendijk 9, Ooijen;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Reden afkeur;;
1;Keuken;Smeba;MC5A;Co2;2008;;;a;;;
2;Opslag;Ajax;BSH 30;Water;1979;2012;28 l/min;a;;;
3;Peuteropvang;Smeba;MF-60;Schuim;2008;;;a;;;
4;Ingang gymzaal;Ajax;BSH 20;Water;?;2012;32 l/min;a;;;
5;Achter gymzaal;Ajax;BSH 20;Water;?;2012;33 l/min;a;;;
6;1e hal;Smeba;MF-60;Schuim;2006;;;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
