;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Gemeente Oss;;Naam monteur:;M. Gutte;;;;;Slangenhaspels-water;;
Locatie:;Gemeenschapshuis Avanti;;Datum:;12-1-2015;;;;;Blusdekens;;
Adres:;Langwijkstraat 9, Lithoijen;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Podium;Ajax;BSH 20m;Water;;2013;24 L p/m;a;;;
2;Achter Podium;Smeba;PD6GA;Poeder;2001;;;a;;;
3;Hal;Smeba;BSH 25m;Water;;2013;38 L p/m;a;;;
4;Voorzaal;Smeba;S6DLWB;Schuim;2001;;;a;;;
5;Achter Bar;Moyne Roberts;MF-60;Schuim;2015;;;a;;;
6;Keuken;Moyne Roberts;MF-60;Schuim;2015;;;a;;;
7;1e Bij CV;Smeba;PD6GA;Poeder;2001;;;a;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
