;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Kemkens;;Naam monteur:;M. Gutte;;;;;Slangenhaspels-water;;
Locatie:;Groene Engel;;Datum:;November, 2015;;;;;Blusdekens;;
Adres:;Kruisstraat 15, Oss;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Reden afkeur;;
1;Backstage;Ansul;Master lite 5;Co2;2011;;;;;;
2;Achter ingang;BD;EFS6;Schuim;2011;;;;;;
3;Zaal bij nooduitgang;Feucom;K5S;Co2;2012;;;;;;
4;Zaal bij nooduitgang;Ansul;BSH 30;Water;2000;2012;36 l/min;a;;;
5;Achter bar in zaal;Ansul;Master lite 5;Co2;2009;;;;;;
6;Zaal bij baar in zaal;Ansul;BSH 30;Water;2001;2012;36 l/min;a;;;
7;Achter bar in zaal;Buse;MC5;Co2;2014;;;;;;
8;Boven bij camera;Feucom;K5S;Co2;2012;;;;;;
9;Café;BD;EFS6;Schuim;2011;;;;;;
10;Café keuken;Uro-Flame;EFS6;Schuim;2014;;;;;;
11;Café opslag;Uro-Flame;EFS6;Schuim;2014;;;;;;
12;Hal;Ansul;6-EC1095-C;Schuim;2008;;;;;;
13;Hal;Ansul;BSH 25;Water;2004;2010;38 l/min;a;;;
14;Restaurant;BD;EFS6;Schuim;2011;;;;;;
15;Restaurant;Ajax;BSH 25;Water;2000;2012;36 l/min;a;;;
16;Restaurant;Uro-Flame;EWCS6;Schuim;2014;;;;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;Controle blussers vindt om het jaar plaats. In opdracht van gemeente.;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
