;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Kemkens - Gemeente Oss;;Naam monteur:;Marty Gutte;;;;;Slangenhaspels-water;;
Locatie:;Bontehoef/ PSZ dikkertje dap ;;Datum:;December, 2015;;;;;Blusdekens;;
Adres:;Vlasakkers 9, Oss;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Reden afkeur;;
1;Klas dikkertje dap;Ansul;BSH 25;Water;1990;2014;36 l/min;a;;;
2;Gang;BCO;EFS6;Schuim;2014;;;;;;
3;Magazijn;BCO;EFS6;Schuim;2014;;;;;;
1;Bontehoef;Ansul;BSH 25;Water;1999;2014;40 l/min;a;;;
2;Bontehoef;Uro-Flame;MC5;Schuim;2011;;;;;;
3;Zaal;Ansul;BSH 25;Water;1999;2014;48 l/min;a;;;
4;Zaal achter;Uro-Flame;EFS6;Schuim;2011;;;;;;
5;Gang achter zaal;Ansul;BSH 25;Water;?;2012;24 l/min;a;;;
6;Hal robbendoes;Feucom;S6LD;Schuim;2013;;;;;;
7;Begane grond klas;BCO;EFS6;Schuim;2014;;;;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;Controle blussers vindt om het jaar plaats. In opdracht van gemeente.;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
