;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Kemkens;;Naam monteur:;M. Gutte;;;;;Slangenhaspels-water;;
Locatie:;Scouting Boerderij;;Datum:;Week 18 2015;;;;;Blusdekens;;
Adres:;Industrielaan 57, Oss;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Keuken;Saval;BSH 20m;Water;1990;2013;30 l/min;a;;;
2;Midden opslag;Alfa;S6LD;Schuim;2014;;;a;;;
3;Midden opslag;Saval;B6C;Schuim;2010;;;a;;;
4;1e verdieping;Alfa;S6LD;Schuim;2014;;;a;;;
5;1e verdieping;Saval;BSH 20m;Water;1990;2015;28 l/min;a;;;
6;Midden opslag;Alfa;S6LD;Schuim;2014;;;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
